route_name,route_geom
A14 - Port Road to Southern Expressway,"LINESTRING (138.5511 -34.89179, 138.5511 -34.8925, 138.5512 -34.89305, 138.5512 -34.89377, 138.5513 -34.89466, 138.5513 -34.89482, 138.5514 -34.89534, 138.5514 -34.89576, 138.5515 -34.89675, 138.5516 -34.89831, 138.5516 -34.89858, 138.5516 -34.89892, 138.5518 -34.9009, 138.5518 -34.901, 138.5519 -34.90221, 138.552 -34.90333, 138.552 -34.90357, 138.552 -34.90402, 138.5521 -34.90432, 138.5521 -34.90435, 138.5521 -34.90439, 138.5521 -34.90452, 138.5515 -34.90455, 138.5514 -34.9046, 138.5514 -34.90463, 138.5514 -34.90467, 138.5513 -34.90472, 138.5512 -34.90493, 138.551 -34.90537, 138.5508 -34.906, 138.5507 -34.90622, 138.5502 -34.90757, 138.55 -34.9081, 138.5495 -34.90931, 138.5493 -34.90998, 138.5486 -34.91163, 138.5486 -34.9117, 138.5485 -34.91199, 138.5484 -34.91233, 138.5483 -34.91257, 138.5483 -34.91265, 138.5483 -34.9128, 138.5482 -34.91286, 138.5482 -34.91313, 138.5482 -34.91327, 138.5482 -34.91343, 138.5482 -34.91366, 138.5482 -34.91385, 138.5482 -34.914, 138.5483 -34.91521, 138.5484 -34.91589, 138.5484 -34.91598, 138.5484 -34.91662, 138.5484 -34.91676, 138.5484 -34.91719, 138.5484 -34.91728, 138.5484 -34.91743, 138.5485 -34.91864, 138.5485 -34.91874, 138.5486 -34.91882, 138.5486 -34.91886, 138.5486 -34.91974, 138.5487 -34.92007, 138.5487 -34.92116, 138.5488 -34.92215, 138.5488 -34.92228, 138.5489 -34.92349, 138.549 -34.92427, 138.5491 -34.92443, 138.5491 -34.92455, 138.5491 -34.92459, 138.5492 -34.92464, 138.5493 -34.92467, 138.5502 -34.92463, 138.5509 -34.9246, 138.5516 -34.92457, 138.5517 -34.92456, 138.5518 -34.92455, 138.5519 -34.92455, 138.552 -34.92467, 138.552 -34.92473, 138.552 -34.92502, 138.552 -34.92515, 138.5521 -34.92582, 138.5521 -34.92653, 138.5521 -34.92662, 138.5522 -34.9271, 138.5522 -34.92761, 138.5522 -34.92784, 138.5523 -34.9284, 138.5523 -34.9291, 138.5524 -34.92967, 138.5524 -34.92982, 138.5524 -34.93069, 138.5524 -34.93098, 138.5525 -34.93129, 138.5525 -34.93198, 138.5526 -34.93264, 138.5526 -34.93266, 138.5526 -34.9327, 138.5526 -34.93281, 138.5526 -34.93285, 138.5526 -34.933, 138.5527 -34.93405, 138.5527 -34.93422, 138.5528 -34.93554, 138.5528 -34.93586, 138.5528 -34.93606, 138.5528 -34.93612, 138.5529 -34.93697, 138.5529 -34.9371, 138.553 -34.93793, 138.553 -34.93803, 138.553 -34.93814, 138.553 -34.93883, 138.553 -34.93903, 138.5531 -34.93924, 138.5531 -34.93974, 138.5531 -34.9399, 138.5531 -34.94005, 138.5532 -34.94064, 138.5532 -34.94074, 138.5532 -34.94086, 138.5532 -34.94154, 138.5532 -34.94166, 138.5533 -34.94202, 138.5533 -34.94277, 138.5533 -34.94293, 138.5533 -34.94301, 138.5533 -34.94315, 138.5534 -34.94329, 138.5534 -34.94464, 138.5535 -34.94502, 138.5535 -34.9456, 138.5535 -34.94588, 138.5536 -34.94671, 138.5537 -34.94812, 138.5537 -34.94827, 138.5538 -34.94902, 138.5538 -34.94913, 138.5538 -34.94922, 138.5538 -34.95011, 138.5539 -34.95107, 138.5539 -34.95124, 138.554 -34.95163, 138.554 -34.9521, 138.554 -34.95264, 138.554 -34.95282, 138.5541 -34.95327, 138.5541 -34.95373, 138.5541 -34.95399, 138.5541 -34.9542, 138.5542 -34.955, 138.5542 -34.95518, 138.5543 -34.95659, 138.5544 -34.95738, 138.5544 -34.95745, 138.5546 -34.95974, 138.5546 -34.95982, 138.5546 -34.96007, 138.5546 -34.96034, 138.5547 -34.96163, 138.5547 -34.96174, 138.5548 -34.96299, 138.5548 -34.96329, 138.5548 -34.96373, 138.5548 -34.96376, 138.5548 -34.9639, 138.5548 -34.96408, 138.5548 -34.96415, 138.5549 -34.96524, 138.555 -34.96603, 138.555 -34.96622, 138.555 -34.96672, 138.555 -34.96699, 138.5551 -34.96715, 138.5551 -34.9672, 138.5551 -34.96729, 138.5551 -34.96739, 138.5551 -34.96792, 138.5551 -34.96804, 138.5551 -34.96807, 138.5551 -34.96813, 138.5551 -34.96825, 138.5551 -34.96826, 138.5551 -34.96843, 138.5551 -34.96861, 138.5552 -34.96899, 138.5552 -34.96977, 138.5553 -34.97014, 138.5553 -34.97087, 138.5554 -34.97184, 138.5554 -34.97196, 138.5555 -34.97282, 138.5555 -34.97359, 138.5556 -34.97369, 138.5556 -34.97429, 138.5556 -34.97458, 138.5557 -34.97544, 138.5557 -34.97561, 138.5557 -34.97573, 138.5558 -34.97634, 138.5558 -34.9764, 138.5558 -34.977, 138.5558 -34.97718, 138.5558 -34.97724, 138.5559 -34.97744, 138.5559 -34.97834, 138.5559 -34.97856, 138.556 -34.97937, 138.556 -34.97963, 138.5561 -34.98044, 138.5561 -34.98047, 138.5561 -34.98055, 138.5561 -34.98064, 138.5561 -34.98086, 138.5562 -34.98168, 138.5562 -34.9827, 138.5563 -34.98347, 138.5563 -34.98367, 138.5563 -34.9837, 138.5564 -34.98421, 138.5564 -34.98459, 138.5564 -34.98518, 138.5565 -34.98544, 138.5565 -34.98583, 138.5565 -34.98609, 138.5565 -34.98635, 138.5565 -34.98667, 138.5566 -34.98696, 138.5567 -34.98802, 138.5567 -34.98812, 138.5567 -34.98826, 138.5567 -34.98897, 138.5567 -34.98924, 138.5568 -34.98994, 138.5568 -34.99036, 138.5569 -34.99073, 138.5569 -34.9908, 138.5569 -34.99083, 138.5569 -34.991, 138.5569 -34.99132, 138.5569 -34.9915, 138.557 -34.99258, 138.557 -34.9929, 138.557 -34.99332, 138.5571 -34.99351, 138.5571 -34.99354, 138.5571 -34.99359, 138.5571 -34.99376, 138.5571 -34.99377, 138.5571 -34.99393, 138.5571 -34.99431, 138.5572 -34.99497, 138.5572 -34.99528, 138.5572 -34.99574, 138.5573 -34.99634, 138.5574 -34.9975, 138.5575 -34.99879, 138.5575 -34.99946, 138.5576 -35.00058, 138.5576 -35.00121, 138.5577 -35.00148, 138.5577 -35.00211, 138.5578 -35.00297, 138.5578 -35.00306, 138.5578 -35.0032, 138.5579 -35.00467, 138.5579 -35.00487, 138.558 -35.00558, 138.558 -35.00625, 138.558 -35.00631, 138.558 -35.00636, 138.558 -35.00643, 138.5581 -35.00737, 138.5581 -35.00752, 138.5581 -35.0076, 138.5581 -35.00767, 138.5582 -35.00778, 138.5582 -35.00861, 138.5582 -35.00892, 138.5583 -35.00945, 138.5584 -35.01064, 138.5584 -35.01083, 138.5585 -35.01202, 138.5586 -35.01338, 138.5586 -35.0134, 138.5586 -35.01378, 138.5586 -35.01387, 138.5587 -35.01414, 138.5587 -35.01431, 138.5587 -35.01451, 138.5587 -35.01495, 138.5587 -35.01514, 138.5588 -35.01589, 138.5588 -35.01618, 138.5589 -35.01637, 138.5589 -35.01685, 138.5589 -35.01693, 138.5589 -35.01694, 138.5589 -35.01699, 138.5589 -35.01707, 138.559 -35.0172, 138.559 -35.01725, 138.559 -35.01743, 138.559 -35.01749, 138.5592 -35.01883, 138.5592 -35.01933, 138.5592 -35.01943, 138.5593 -35.01997, 138.5593 -35.02043, 138.5594 -35.02167, 138.5594 -35.02216, 138.5595 -35.0229, 138.5595 -35.02318)"
A14 - Southern Expressway to Port Road,"LINESTRING (138.5593 -35.0234, 138.5593 -35.02303, 138.5592 -35.0215, 138.5591 -35.02109, 138.5591 -35.02009, 138.559 -35.01959, 138.559 -35.01924, 138.559 -35.01883, 138.5589 -35.01815, 138.5589 -35.01778, 138.5589 -35.01757, 138.5588 -35.01727, 138.5588 -35.01725, 138.5588 -35.0172, 138.5588 -35.01708, 138.5588 -35.017, 138.5588 -35.01691, 138.5587 -35.01654, 138.5587 -35.01649, 138.5587 -35.01625, 138.5587 -35.0159, 138.5586 -35.01545, 138.5586 -35.01517, 138.5585 -35.01414, 138.5585 -35.0134, 138.5584 -35.0131, 138.5584 -35.01266, 138.5584 -35.01237, 138.5583 -35.01163, 138.5583 -35.01083, 138.5583 -35.01064, 138.5582 -35.01004, 138.5582 -35.00951, 138.5581 -35.00923, 138.5581 -35.00891, 138.5581 -35.00859, 138.558 -35.00774, 138.558 -35.00766, 138.558 -35.0076, 138.5579 -35.00655, 138.5579 -35.00644, 138.5579 -35.00638, 138.5579 -35.00633, 138.5579 -35.00626, 138.5579 -35.00603, 138.5579 -35.00568, 138.5578 -35.00518, 138.5578 -35.00487, 138.5577 -35.00327, 138.5576 -35.00298, 138.5576 -35.00212, 138.5575 -35.00149, 138.5575 -35.00122, 138.5575 -35.00059, 138.5574 -34.99947, 138.5573 -34.99856, 138.5572 -34.99773, 138.5572 -34.99751, 138.5571 -34.99575, 138.5571 -34.99573, 138.5571 -34.99545, 138.557 -34.99529, 138.557 -34.99498, 138.557 -34.99478, 138.557 -34.9947, 138.5569 -34.99423, 138.5569 -34.99411, 138.5569 -34.99384, 138.5569 -34.9938, 138.5569 -34.99377, 138.5569 -34.99361, 138.5569 -34.99354, 138.5569 -34.99326, 138.5568 -34.99294, 138.5568 -34.99241, 138.5568 -34.99227, 138.5568 -34.99224, 138.5568 -34.99217, 138.5568 -34.99152, 138.5568 -34.99133, 138.5567 -34.99037, 138.5567 -34.98995, 138.5566 -34.98924, 138.5566 -34.98897, 138.5565 -34.98827, 138.5565 -34.98802, 138.5564 -34.9871, 138.5564 -34.98697, 138.5564 -34.98668, 138.5564 -34.98636, 138.5564 -34.98609, 138.5563 -34.98545, 138.5563 -34.98519, 138.5563 -34.98459, 138.5562 -34.98422, 138.5562 -34.98361, 138.5562 -34.98347, 138.5562 -34.98325, 138.5561 -34.98271, 138.5561 -34.98239, 138.5561 -34.98168, 138.556 -34.98137, 138.556 -34.98064, 138.556 -34.98061, 138.556 -34.98054, 138.5559 -34.98046, 138.5559 -34.9803, 138.5559 -34.97964, 138.5559 -34.97937, 138.5558 -34.97856, 138.5558 -34.97834, 138.5558 -34.97814, 138.5557 -34.97744, 138.5557 -34.97725, 138.5557 -34.97719, 138.5557 -34.97701, 138.5556 -34.97641, 138.5556 -34.97635, 138.5556 -34.97562, 138.5555 -34.97459, 138.5554 -34.9743, 138.5554 -34.9737, 138.5554 -34.9736, 138.5553 -34.97283, 138.5553 -34.97196, 138.5553 -34.97185, 138.5551 -34.97014, 138.5551 -34.96978, 138.555 -34.96839, 138.555 -34.96831, 138.555 -34.9683, 138.555 -34.96827, 138.555 -34.96825, 138.555 -34.96814, 138.555 -34.96807, 138.555 -34.96796, 138.5549 -34.96737, 138.5549 -34.96727, 138.5549 -34.96722, 138.5549 -34.96713, 138.5549 -34.96697, 138.5548 -34.96604, 138.5548 -34.96525, 138.5548 -34.96504, 138.5547 -34.96435, 138.5547 -34.96425, 138.5547 -34.96421, 138.5547 -34.96414, 138.5547 -34.96396, 138.5547 -34.96383, 138.5547 -34.96314, 138.5546 -34.96282, 138.5546 -34.96208, 138.5546 -34.96175, 138.5546 -34.96164, 138.5545 -34.96081, 138.5544 -34.96001, 138.5544 -34.95982, 138.5544 -34.95975, 138.5544 -34.95963, 138.5542 -34.95746, 138.5542 -34.95739, 138.5542 -34.9566, 138.5541 -34.95527, 138.5541 -34.95518, 138.5541 -34.95488, 138.554 -34.95452, 138.554 -34.95421, 138.554 -34.95398, 138.554 -34.95373, 138.5539 -34.95328, 138.5539 -34.95282, 138.5539 -34.95264, 138.5538 -34.95211, 138.5538 -34.95163, 138.5538 -34.95125, 138.5537 -34.95031, 138.5536 -34.94922, 138.5536 -34.94919, 138.5536 -34.94913, 138.5536 -34.94828, 138.5536 -34.94813, 138.5535 -34.94671, 138.5534 -34.94588, 138.5534 -34.9456, 138.5533 -34.94444, 138.5532 -34.94297, 138.5532 -34.94255, 138.5532 -34.94232, 138.5531 -34.94167, 138.5531 -34.94155, 138.553 -34.94086, 138.553 -34.94075, 138.553 -34.94065, 138.553 -34.94006, 138.553 -34.9399, 138.553 -34.93975, 138.5529 -34.93925, 138.5529 -34.93903, 138.5529 -34.93884, 138.5528 -34.93815, 138.5528 -34.93803, 138.5528 -34.93794, 138.5528 -34.9371, 138.5528 -34.93698, 138.5527 -34.93612, 138.5527 -34.93606, 138.5527 -34.93586, 138.5527 -34.93561, 138.5527 -34.93555, 138.5526 -34.9348, 138.5526 -34.93447, 138.5526 -34.93437, 138.5526 -34.93424, 138.5525 -34.93407, 138.5525 -34.93327, 138.5525 -34.93298, 138.5524 -34.93287, 138.5524 -34.93284, 138.5524 -34.93282, 138.5524 -34.93271, 138.5524 -34.93268, 138.5524 -34.93258, 138.5524 -34.93198, 138.5523 -34.9313, 138.5523 -34.9307, 138.5522 -34.92983, 138.5522 -34.92968, 138.5522 -34.92911, 138.5521 -34.9284, 138.5521 -34.92785, 138.552 -34.92711, 138.552 -34.92653, 138.552 -34.92606, 138.5519 -34.92523, 138.5519 -34.92476, 138.5519 -34.92473, 138.5519 -34.92467, 138.5518 -34.92468, 138.5512 -34.92471, 138.5504 -34.92474, 138.5492 -34.9248, 138.549 -34.92481, 138.549 -34.92469, 138.549 -34.92447, 138.549 -34.92427, 138.5489 -34.92349, 138.5488 -34.92228, 138.5488 -34.92215, 138.5487 -34.92116, 138.5487 -34.92007, 138.5486 -34.91974, 138.5486 -34.91886, 138.5486 -34.91882, 138.5485 -34.91874, 138.5485 -34.91864, 138.5484 -34.91743, 138.5484 -34.91728, 138.5484 -34.91719, 138.5484 -34.91676, 138.5483 -34.91662, 138.5483 -34.91599, 138.5483 -34.9159, 138.5482 -34.91521, 138.5482 -34.91483, 138.5481 -34.91399, 138.5481 -34.91364, 138.5481 -34.91336, 138.5481 -34.91312, 138.5482 -34.91278, 138.5482 -34.91254, 138.5483 -34.91229, 138.5484 -34.91196, 138.5486 -34.91163, 138.5493 -34.90998, 138.5495 -34.90931, 138.55 -34.9081, 138.5502 -34.90757, 138.5507 -34.90622, 138.5508 -34.906, 138.551 -34.90537, 138.5512 -34.90493, 138.5513 -34.90463, 138.5513 -34.90461, 138.5513 -34.90456, 138.5513 -34.90443, 138.5518 -34.90441, 138.5519 -34.90438, 138.5519 -34.90434, 138.552 -34.90431, 138.552 -34.90428, 138.552 -34.90418, 138.552 -34.90402, 138.552 -34.90357, 138.552 -34.90333, 138.5519 -34.90221, 138.5518 -34.901, 138.5518 -34.9009, 138.5516 -34.89892, 138.5516 -34.89858, 138.5516 -34.89831, 138.5515 -34.89675, 138.5514 -34.89576, 138.5514 -34.89534, 138.5513 -34.89482, 138.5513 -34.89466, 138.5512 -34.89377, 138.5512 -34.89305, 138.5511 -34.8925, 138.5511 -34.89176, 138.5511 -34.89172, 138.5511 -34.89169)"
A15 - ANZAC Hwy to Port Rd,"LINESTRING (138.5198 -34.9762, 138.5198 -34.976, 138.5198 -34.97578, 138.5198 -34.97567, 138.5197 -34.97554, 138.5197 -34.97541, 138.5196 -34.9752, 138.5195 -34.97507, 138.5194 -34.97495, 138.5191 -34.9746, 138.5188 -34.97424, 138.5186 -34.97407, 138.5178 -34.97313, 138.5176 -34.97286, 138.5174 -34.97262, 138.5173 -34.9724, 138.5172 -34.97219, 138.5171 -34.97196, 138.5171 -34.97178, 138.5171 -34.9716, 138.517 -34.97086, 138.517 -34.97076, 138.517 -34.97031, 138.517 -34.96988, 138.5169 -34.9694, 138.5169 -34.96898, 138.5169 -34.96893, 138.5169 -34.96878, 138.5168 -34.9678, 138.5168 -34.96724, 138.5167 -34.96684, 138.5167 -34.96587, 138.5166 -34.96513, 138.5166 -34.96491, 138.5166 -34.96415, 138.5165 -34.96408, 138.5165 -34.96392, 138.5165 -34.96345, 138.5165 -34.96329, 138.5165 -34.96315, 138.5166 -34.96281, 138.5166 -34.96275, 138.5166 -34.96268, 138.5166 -34.96258, 138.5166 -34.96247, 138.5167 -34.96231, 138.5166 -34.96218, 138.5166 -34.96204, 138.5166 -34.96188, 138.5165 -34.96162, 138.5164 -34.96143, 138.5163 -34.96129, 138.5161 -34.96111, 138.516 -34.96104, 138.5158 -34.96089, 138.5149 -34.96017, 138.5146 -34.9599, 138.5145 -34.95968, 138.5143 -34.95952, 138.5143 -34.95936, 138.5141 -34.95909, 138.514 -34.9589, 138.514 -34.95871, 138.514 -34.95849, 138.514 -34.95833, 138.514 -34.95812, 138.514 -34.95786, 138.514 -34.95771, 138.514 -34.95753, 138.5141 -34.95725, 138.5142 -34.957, 138.5143 -34.95688, 138.5144 -34.95675, 138.5145 -34.9566, 138.5146 -34.95647, 138.5147 -34.95632, 138.5149 -34.95618, 138.515 -34.95606, 138.5152 -34.95595, 138.516 -34.9554, 138.5167 -34.95487, 138.5171 -34.95455, 138.5173 -34.95436, 138.5175 -34.95414, 138.5176 -34.95395, 138.5178 -34.95368, 138.5179 -34.95341, 138.518 -34.95303, 138.5181 -34.95277, 138.5181 -34.95258, 138.5182 -34.95238, 138.5182 -34.95215, 138.5182 -34.95193, 138.5182 -34.95158, 138.5181 -34.95117, 138.5181 -34.9505, 138.518 -34.94993, 138.5179 -34.948, 138.5177 -34.94609, 138.5177 -34.94495, 138.5176 -34.94476, 138.5176 -34.94473, 138.5176 -34.94468, 138.5176 -34.94454, 138.5175 -34.9421, 138.5174 -34.94182, 138.5174 -34.94177, 138.5174 -34.94149, 138.5173 -34.93966, 138.5172 -34.9393, 138.5171 -34.93734, 138.5171 -34.93676, 138.517 -34.93632, 138.517 -34.93608, 138.517 -34.93594, 138.517 -34.93584, 138.517 -34.93563, 138.517 -34.93545, 138.517 -34.93531, 138.5171 -34.93495, 138.5172 -34.93453, 138.5172 -34.9345, 138.5172 -34.93444, 138.5172 -34.93429, 138.5172 -34.93421, 138.5173 -34.93369, 138.5174 -34.93346, 138.5174 -34.93302, 138.5175 -34.93284, 138.5175 -34.93268, 138.5175 -34.93257, 138.5175 -34.93221, 138.5175 -34.93202, 138.5175 -34.93122, 138.5175 -34.93117, 138.5175 -34.93112, 138.5175 -34.93028, 138.5175 -34.92993, 138.5176 -34.92977, 138.5176 -34.92967, 138.5176 -34.92942, 138.5176 -34.92904, 138.5176 -34.92869, 138.5176 -34.92794, 138.5176 -34.92762, 138.5176 -34.92737, 138.5176 -34.9273, 138.5176 -34.92688, 138.5176 -34.92662, 138.5176 -34.92651, 138.5176 -34.92649, 138.5176 -34.92645, 138.5176 -34.92633, 138.5176 -34.92628, 138.5176 -34.92618, 138.5172 -34.92536, 138.5171 -34.92506, 138.5166 -34.92395, 138.5163 -34.92334, 138.5161 -34.92302, 138.516 -34.92268, 138.5156 -34.92191, 138.5153 -34.92134, 138.5145 -34.91965, 138.5141 -34.91888, 138.5137 -34.91801, 138.5135 -34.91766, 138.5131 -34.91674, 138.513 -34.9165, 138.5129 -34.91631, 138.5129 -34.9161, 138.5129 -34.91585, 138.5129 -34.9156, 138.513 -34.91529, 138.513 -34.91488, 138.5131 -34.91437, 138.5132 -34.91373, 138.5134 -34.91282, 138.5134 -34.91279, 138.5134 -34.91271, 138.5135 -34.9126, 138.5136 -34.91171, 138.5137 -34.91134, 138.5138 -34.91091, 138.5139 -34.91028, 138.5141 -34.90954, 138.5141 -34.90918, 138.5143 -34.90788, 138.5146 -34.90661, 138.5146 -34.90643, 138.5146 -34.9063, 138.5146 -34.90612, 138.5145 -34.90463, 138.5145 -34.90382, 138.5144 -34.90306, 138.5143 -34.90222, 138.5143 -34.90188, 138.5143 -34.90183, 138.5143 -34.90101, 138.5142 -34.90049, 138.5142 -34.8999, 138.5141 -34.89868, 138.5141 -34.89798, 138.5139 -34.89599, 138.5139 -34.89549, 138.5137 -34.89292, 138.5137 -34.89205, 138.5136 -34.89194, 138.5136 -34.89182, 138.5136 -34.89173, 138.5136 -34.89166, 138.5136 -34.89159, 138.5136 -34.89096, 138.5135 -34.89069, 138.5135 -34.89034, 138.5134 -34.88896, 138.5134 -34.88829, 138.5133 -34.88772, 138.5133 -34.8867, 138.5132 -34.88564, 138.5132 -34.88545, 138.5131 -34.88512, 138.5131 -34.88462, 138.513 -34.88371, 138.513 -34.88353, 138.513 -34.88318, 138.513 -34.88277, 138.5129 -34.88196, 138.5128 -34.88105, 138.5128 -34.88022, 138.5127 -34.87975, 138.5127 -34.87958, 138.5127 -34.87956, 138.5127 -34.87955, 138.5127 -34.87946, 138.5127 -34.87935, 138.5127 -34.87933, 138.5127 -34.87917, 138.5127 -34.87875, 138.5127 -34.87855, 138.5125 -34.87704, 138.5125 -34.87691, 138.5125 -34.876, 138.5125 -34.87585, 138.5124 -34.87505, 138.5124 -34.8746, 138.5123 -34.8742, 138.5123 -34.87384, 138.5122 -34.87244, 138.5122 -34.87206, 138.5122 -34.87143, 138.5121 -34.87048, 138.512 -34.86929, 138.512 -34.8685, 138.5119 -34.86805, 138.5119 -34.86796, 138.5119 -34.86709, 138.5118 -34.86658, 138.5118 -34.86558, 138.5118 -34.86554, 138.5118 -34.86546, 138.5119 -34.86523, 138.512 -34.865, 138.512 -34.86493, 138.5121 -34.86473, 138.5122 -34.86461, 138.5123 -34.86446, 138.5125 -34.86431, 138.5127 -34.86422, 138.5128 -34.86412, 138.5134 -34.86388, 138.5142 -34.86355, 138.5145 -34.86344)"
